id	item_type_id	serial_number	owner	register_number	model	manufacturer	place_id	situation_id	foto	manual	datasheet	acquisition_date	maintenance_date	calibration_date	observation
74	12	325259	PNBOIA	59	M700 SERIES	Carmanah	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSczgK2bnU21-fsKDZ4XVe5jBFMWZFTYQCDqQ&usqp=CAU		http://www.hemvan.com.tw/index.php?module=product&mn=4&f=download&id=50190				Necessita troca de baterias e teste
75	12	S/N	PNBOIA	74	M700 SERIES	Carmanah	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSczgK2bnU21-fsKDZ4XVe5jBFMWZFTYQCDqQ&usqp=CAU		http://www.hemvan.com.tw/index.php?module=product&mn=4&f=download&id=50190				Necessita troca de baterias e teste
76	13	A4730018	PNBOIA	86	PTB101B	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				01/11/2005	
77	13	S0320003	PNBOIA	88	PTB100A	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS					
78	13	B3910014	PNBOIA	87	PTB101B	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				01/09/2006	
79	13	E4740004	PNBOIA	84	PTB110	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				12/08/2020	
80	13	H0530005	PNBOIA	81	PTB110	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS					
81	13	E4740006	PNBOIA	75	PTB110	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				01/11/2009	
82	13	F1450074	PNBOIA	79	PTB110	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				01/04/2010	
83	13	F2610001	PNBOIA	78	PTB110	VAISALA	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTY2f1EfxRf58sEzm7hol9AflugNcuTV5iUw&usqp=CAU	https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiwwO3Bvo_vAhV0IbkGHR0CDlcQFjABegQIAhAD&url=https%3A%2F%2Fwww.vaisala.com%2Fsites%2Fdefault%2Ffiles%2Fdocuments%2FPTB110%2520User%2520Guide%2520in%2520English.pdf&usg=AOvVaw2_qIw9zjJgJPZF0R0ZEIsS				01/06/2010	
84	13	BPA 7176	PNBOIA	90	61302V	RM YOUNG	3	1	http://www.youngusa.com/catalog/images/61302V%20edit%20bw%20small.jpg	http://www.youngusa.com/Manuals/61302V-90(i).pdf	http://www.youngusa.com/Brochures/61302%20(0713)%20Hi%20Res.pdf				
85	13	BPA 7266	PNBOIA	89	61302V	RM YOUNG	3	1	http://www.youngusa.com/catalog/images/61302V%20edit%20bw%20small.jpg	http://www.youngusa.com/Manuals/61302V-90(i).pdf	http://www.youngusa.com/Brochures/61302%20(0713)%20Hi%20Res.pdf				
86	13	F0440015	PNBOIA	77	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf			01/02/2010	
87	13	D3320078	PNBOIA	80	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf			01/08/2008	
88	13	D3320077	PNBOIA	76	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf			01/08/2008	
89	13	D3320076	PNBOIA	82	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf			01/08/2008	
90	13	H0530004	PNBOIA	83	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf				
91	13	F1450075	PNBOIA	6	PTB110	VAISALA	3	1	https://www.vaisala.com/sites/default/files/styles/product_main/public/images/PROD-PTB110-1280x960.jpg?itok=EX1PcV62	https://www.vaisala.com/sites/default/files/documents/PTB110%20User%20Guide%20in%20English.pdf	https://www.vaisala.com/sites/default/files/documents/PTB110-Datasheet-B210681EN.pdf			01/04/2010	
92	14	110973	PNBOIA	92	03N65747	ELTA	3	1	http://www.hobeco.net/sites/default/files/hal2_transmissor_satelital.jpg		http://www.geo.uib.no/eworkshop/uploads/Main/ARGOS_HAL2_eng.pdf	09/03/2012			
93	14	141078	PNBOIA	91	03N65747	ELTA	3	1	http://www.hobeco.net/sites/default/files/hal2_transmissor_satelital.jpg		http://www.geo.uib.no/eworkshop/uploads/Main/ARGOS_HAL2_eng.pdf	11/02/2014			
94	14	100875	PNBOIA	165	03N65747-E	ELTA	3	1	http://www.hobeco.net/sites/default/files/hal2_transmissor_satelital.jpg		http://www.geo.uib.no/eworkshop/uploads/Main/ARGOS_HAL2_eng.pdf				
95	14	70603	PNBOIA	166	03N65747-E	ELTA	3	1	http://www.hobeco.net/sites/default/files/hal2_transmissor_satelital.jpg		http://www.geo.uib.no/eworkshop/uploads/Main/ARGOS_HAL2_eng.pdf				
96	14	80822	PNBOIA	175	03N65747-E	ELTA	3	1	http://www.hobeco.net/sites/default/files/hal2_transmissor_satelital.jpg		http://www.geo.uib.no/eworkshop/uploads/Main/ARGOS_HAL2_eng.pdf				
97	15	80700685	PNBOIA	96	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
98	15	50702331	PNBOIA	100	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
99	15	120201256	PNBOIA	98	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
100	15	100400399	PNBOIA	95	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
101	15	130401466	PNBOIA	93	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
102	15	100400401	PNBOIA	102	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
103	15	141001785	PNBOIA	103	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
104	15	140100800	PNBOIA	105	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
105	15	120501706	PNBOIA	97	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
106	15	100400418	PNBOIA	104	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
107	15	80900097	PNBOIA	99	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
108	15	80900095	PNBOIA	101	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
109	15	120501702	PNBOIA	94	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
110	15	120501704	PNBOIA	109	C100	KVH	3	1	https://www.kvh.com/-/media/images/content/products/compass/c100-compass-engine/prod_gal_c100_compass_02.ashx		http://www.canalgeomatics.com/wp-content/uploads/2017/08/kvh-c100-datasheet.pdf				
111	16	AQP3218	PNBOIA	106	AQUADOPP 400khz	NORTEK	3	1	https://geo-matching.com/uploads/default/n/o/nortek-aquadopp-profiler-400khz-sideview.jpg	https://wiki.oceannetworks.ca/download/attachments/21758136/Nortek%20Aquadopp%20Current%20Profiler%20Manual%20-%20January%202008.pdf?api=v2	https://www.nortekgroup.com/products/aquadopp-profiler-400-khz/pdf			12/08/2019	
112	16	ILEGÍVEL	PNBOIA	107	AQUADOPP 400khz	NORTEK	3	1	https://geo-matching.com/uploads/default/n/o/nortek-aquadopp-profiler-400khz-sideview.jpg	https://wiki.oceannetworks.ca/download/attachments/21758136/Nortek%20Aquadopp%20Current%20Profiler%20Manual%20-%20January%202008.pdf?api=v2	https://www.nortekgroup.com/products/aquadopp-profiler-400-khz/pdf				ETIQUETADO COM AVARIA
113	16	ILEGÍVEL	PNBOIA	108	AQUADOPP 400khz	NORTEK	3	1	https://geo-matching.com/uploads/default/n/o/nortek-aquadopp-profiler-400khz-sideview.jpg	https://wiki.oceannetworks.ca/download/attachments/21758136/Nortek%20Aquadopp%20Current%20Profiler%20Manual%20-%20January%202008.pdf?api=v2	https://www.nortekgroup.com/products/aquadopp-profiler-400-khz/pdf				
114	20	WM503850	PNBOIA	149	WMAN	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
115	20	WM503520	PNBOIA	150	WMAN	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
116	20	270	PNBOIA	152	WMAN	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
117	20	210	PNBOIA	153	WMAN	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
118	20	269	PNBOIA	7		AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
119	20	267	PNBOIA	9		AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
120	20	WM504150	PNBOIA	155		AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
121	20	209	PNBOIA	156	WMAN	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU		http://axystechnologies.com/wp-content/uploads/2013/11/AXYS-WatchMan500-Network-Solution.pdf				
122	20	WMTO221	PNBOIA	157	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
123	20	WMTO222	PNBOIA	158	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
124	20	WMTO0229	PNBOIA	159	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
125	20	WMTO0230	PNBOIA	160	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
126	20	WMTO0260	PNBOIA	176	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
127	20	WMTO0220	PNBOIA	177	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
128	20	WMTO0219	PNBOIA	178	WMAN TX	AXYS	3	1	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9mlAI7dVaH4QvUmSYVr0jJv5GFgP1nMvWDA&usqp=CAU						
129	18	NÂO EXISTE	PNBOIA	113	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
130	18	NÂO EXISTE	PNBOIA	114	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
131	18	NÂO EXISTE	PNBOIA	115	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
132	18	NÂO EXISTE	PNBOIA	116	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
133	18	NÂO EXISTE	PNBOIA	117	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
134	18	NÂO EXISTE	PNBOIA	118	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
135	18	NÂO EXISTE	PNBOIA	119	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
136	18	NÂO EXISTE	PNBOIA	120	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
137	18	NÂO EXISTE	PNBOIA	121	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
138	18	NÂO EXISTE	PNBOIA	122	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
139	18	NÂO EXISTE	PNBOIA	123	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
140	18	NÂO EXISTE	PNBOIA	124	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
141	18	NÂO EXISTE	PNBOIA	125	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
142	18	NÂO EXISTE	PNBOIA	126	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
143	18	NÂO EXISTE	PNBOIA	127	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
144	18	NÂO EXISTE	PNBOIA	128	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
145	18	NÂO EXISTE	PNBOIA	129	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
146	18	NÂO EXISTE	PNBOIA	130	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
147	18	NÂO EXISTE	PNBOIA	131	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
148	18	NÂO EXISTE	PNBOIA	132	Radiation Shield	rotronic	4	1	https://img.directindustry.com/images_di/photo-g/14766-14887071.jpg						
149	8	14520024	PNBOIA	138	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				ULTRASONICO
150	8	13510101	PNBOIA	143	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf	23/05/2014			ULTRASONICO
151	8	13020036	PNBOIA	140	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf	23/05/2014			ULTRASONICO
152	8	12340016	PNBOIA	141	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf	21/03/2013			ULTRASONICO
153	8	12340018	PNBOIA	142	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf	21/03/2013			ULTRASONICO
154	8	12380086	PNBOIA	133	WINDSONIC	GILL	4	0	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				AVARIADO
155	8	13510103	PNBOIA	136	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				ULTRASONICO
156	8	14320075	PNBOIA	137	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				ULTRASONICO
157	8	13510050	PNBOIA	134	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				ULTRASONICO
158	8	14520028	PNBOIA	144	WINDSONIC	GILL	4	1	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf	18/06/2015			ULTRASONICO
159	8	14520023	PNBOIA	135	WINDSONIC	GILL	4	0	https://www.romiotto.com.br/image/cache/catalog/Gill/anemometro_ultrassonico_2d_windsonic_75_i_7-400x400.jpg	http://gillinstruments.com/data/manuals/WindSonic-Web-Manual.pdf	http://www.gillinstruments.com/data/datasheets/windsonic-1405-027-iss7.pdf				AVARIADO
160	19	01088910SKY3A03	PNBOIA	184	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf				
161	19	01088914SKY4A17	PNBOIA	147	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf	18/06/2015			
162	19	01088912SKY420D	PNBOIA	183	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf				
163	19	01088903SKY9DE0	PNBOIA	145	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf	18/06/2015			Firmware Atualizado - V. 5.3.0 20/10/2020 | N. 285
164	19	01088905SKYA5EA	PNBOIA	182	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf				
165	19	01088907SKYADF4	PNBOIA	146	IDP-690	SKYWAVE	4	1	https://www.satelliteworldstore.com.au/wp-content/uploads/2014/12/maritime_idp-690_sm201206-sxg_side_entry.png	https://fccid.io/ANATEL/03690-11-01113/MANUAL-IDP690/DFCFF064-1047-499A-9D7F-DBC61D0E7CAE/PDF	https://www.orbcomm.com/PDF/datasheet/IDP-600-Asset-Tracking.pdf	18/06/2015			Firmware Atualizado - V. 5.3.0 20/10/2020 N.290
166	7		PNBOIA	4		MINIPA	5	1							
167	7		PNBOIA	5		MINIPA	5	1							
